frame #,zcr,energy,energy_entropy,spectral_centroid,spectral_spread,spectral_entropy,spectral_flux,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,chroma_std
10,0.05487777223456846,0.07448634229811053,3.309005680354576,0.14269002011522622,0.16702501119854468,0.4581283034356782,0.0003534073779159287,0.07401360544217687,-18.082065089664283,1.286853408414181,-0.2026314127392399,0.4656657508061012,0.40727283197613046,-0.11415640124058352,-0.13380709929000234,-0.11411203883148766,0.16189918298669664,-0.09891921981956883,-0.08104297376998146,0.445170535357044,-0.13097144477860723,0.0007560738160386494,0.0032746769574600707,0.003726965993144655,0.004099258285128995,0.024317659308780708,0.0004562297593240385,0.0024285477519989987,0.0022258912396860005,0.015586055443696394,0.005114646388414706,0.0024608520039210253,0.032574576954178355,0.009984204978270827
11,0.056419792280829065,0.0729453957050884,3.312202281902848,0.1371531407111527,0.1583109373092616,0.3964783401696077,0.00033972139245095435,0.07002267573696146,-18.49779147052897,1.2859363720178987,-0.1216430277999175,0.5357065641623672,0.6480919439328175,0.14738666327237254,-0.017627359791998615,-0.08099222543375134,0.2533592275796795,-0.2105626292538217,-0.07392021579904468,0.5240261338280147,-0.014683364253547139,0.002009738944163436,0.01210076635028465,0.011448429829453275,0.0030485601836778256,0.02520331943400222,0.006750396342429347,0.0031918571240900527,0.006143139602185362,0.005289078086967259,0.0010034757207442564,0.00250671667562968,0.06863053808991186,0.01815718080609045
12,0.05687332758855277,0.0726501142055191,3.3122721505088952,0.12663199966790994,0.14785452196113866,0.46049879186833537,0.00046946050426480417,0.07800453514739229,-17.874887652512765,1.1147609668544032,-0.1261537258918156,0.5669543969371036,0.23835462046980369,0.11619781839645593,-0.011027337737046228,0.10630174273006597,0.15643750119437166,-0.015919820219395836,0.024538089530300136,0.3482330358359511,-0.2484414505696473,0.0018852581149703647,0.002075429474270768,0.00503393480580101,0.02038743266045256,0.10244187654443075,0.01437224991457907,0.0010680383566789601,0.00529677444757737,0.013930565438021819,0.002195506957757944,0.0034705160529381576,0.03697511730775847,0.027556492244566855
13,0.06571726608916505,0.07176735867417769,3.308331198724427,0.13737514401041623,0.15338619578379156,0.49777042672560035,0.0004654979978433818,0.09487528344671202,-17.906614864046066,1.074459281195222,-0.3774601395568951,0.45396766895834273,0.26891687831940514,0.012464999409273564,-0.05439991891070009,-0.10882992330844081,0.27109316658913124,-0.048829946360182876,-0.22945213300614614,0.21868882142026774,-0.18941575943403438,0.0016078325217393711,0.0006536180991095006,0.0035045969696545346,0.010949195609170124,0.006156001448071546,0.00696417914397774,0.002471989877093232,0.0014935603612009098,0.005153490858674353,0.0035874438155193526,0.001098252461558108,0.005903469857318842,0.0028990623388479974
14,0.06703251848156379,0.0650562597049351,3.307595052764018,0.1452244737188626,0.1606551926082969,0.5398970725146442,0.00037218266543033397,0.08852607709750566,-18.096785925040123,1.1305180825883643,-0.17519335944870618,0.40416749074227587,0.23849382235606287,0.19557921458894262,0.08139218550318553,-0.04196007745398278,0.29388567712751157,0.09984077859563396,-0.24099972086268673,0.016298489620792864,-0.27160342808599847,0.0019001370969299349,0.0033608829135033185,0.003087865259497505,0.008564173983238025,0.03532207979676763,0.017100987450335423,0.0035206019481873584,0.0007369064374273112,0.009429381902973434,0.010492986462144678,0.0009173245776123466,0.0012994533754785193,0.009524671589303032
15,0.0691641344278652,0.06965354344630881,3.3092777859670757,0.1561014062958981,0.16951474488889282,0.5539717404145656,0.0007420231187886779,0.08517006802721089,-18.3317454790731,1.3336945179414301,-0.010416018393826481,0.14128756942638449,0.09040805716266723,0.21848257465701684,0.056862705486091125,-0.16731286038411952,0.028002011464031414,0.2579072569880961,-0.056150200040720195,-0.06881440773397739,-0.03586882775931419,0.001167320692357573,0.003293476134101823,0.004823113456613278,0.010117200558040816,0.014365637027927359,0.009144704633317626,0.1409244410221819,0.003802730704146281,0.004484575123569286,0.0023208090651834355,0.0017025578889673946,0.0009202685270166312,0.037743598609353154
16,0.051703025080502514,0.05954234099303434,3.3091479942267377,0.12403665030381411,0.14282505756063033,0.4118586282524464,0.0005911731245122385,0.07419501133786847,-18.59919310748069,1.43259353404605,-0.17520226584875864,0.16804489493707067,0.16636672691192572,0.20194791686388547,0.14376313790100576,-0.07169386507122466,0.07730960461952083,0.02528990775287869,-0.18910487773560392,0.03528152413037455,0.15505518672030186,0.001006355481179531,0.008875886331616595,0.0008438854321886085,0.0005390296770072991,0.0018020561161626015,0.0015285415108534375,0.32955327551872055,0.0002843265319654555,0.001467619225203293,0.008104323051926895,0.0006321374067535319,0.0007626588155285652,0.09047783758806688
17,0.05909565059639893,0.061195542290064735,3.2953802961899776,0.1315539209714854,0.1573499919523936,0.4615257116272782,0.0005661000416711163,0.08417233560090703,-18.3769192686224,1.4981767695326806,-0.1749770071709547,0.02483345668833592,0.2736930957918238,0.3810100062627871,0.07897336082395803,-0.0661257335597911,0.26514993745066107,-0.15342676608169187,-0.27114992304640895,0.09448078151013722,0.20043705001146783,0.0006627823207616427,0.031500547533519475,0.0013740853050040966,0.0005786549006564502,0.0032460353240189067,0.0022791641471679156,0.12435791803376987,0.005062620417948287,0.0017655325367013533,0.006279492738410633,0.0014824802023757876,0.0014239971401200553,0.03397005456007997
18,0.04920858088802213,0.0584818369431946,3.2724858989150896,0.1045919654358896,0.12598042443252547,0.3817045985744653,0.0005837930076831158,0.08526077097505669,-18.783797308187577,1.1884954153459073,-0.07405923975799278,0.2647003036314074,0.29578815250147533,0.35585406511108136,-0.07197190043467012,0.06028015651482611,0.20016410331486287,-0.30762976425401906,-0.3155386894684128,0.1671819360824746,0.33888422724547385,0.0005056576937246843,0.014155100863985809,0.006161547326652881,0.029254018899480014,0.010897946228502717,0.0068236253222608845,0.21626476470628234,0.0038307739565476583,0.0021751974767043798,0.004321751061243883,0.0014096797387005053,0.0019610478870697376,0.058227716681955484
19,0.045625651957004854,0.06090375881536511,3.2924097949707427,0.10407967510414524,0.12820266716388592,0.3815982899362608,0.0006490639247247211,0.06385487528344672,-18.89788895311866,1.2653412872662395,0.06474855642760026,0.18511672308113744,0.4829020148361667,0.4004616849973006,0.05199213684764167,0.1080517252290755,0.07494648991270568,-0.058829238545141604,-0.37163839372534113,-0.024733575092748945,0.2827446146944421,0.001287797195134325,0.016017466770486363,0.004203110148307143,0.029861230704433608,0.005399520315585457,0.004660319472021112,0.17462854800515143,0.006987624959788642,0.005993004977778466,0.0034437450571043176,0.0018964900055776618,0.0017745793442235308,0.046858871742569995
20,0.047031611410948346,0.056321674348789236,3.3095112672714895,0.11574593008808849,0.1463523446514462,0.42465875549209176,0.0006961176472029536,0.07573696145124717,-19.008230886711843,1.3763154977881773,-0.11149934278265924,-0.10842394299549164,0.3935218591336239,0.2966174598220922,-0.07146422517256797,0.1339327219341923,0.18195836511622399,0.070957980038505,-0.2928573614513283,-0.0916501458335522,0.2285317250013208,0.0005810521090633642,0.007649112380390641,0.001217549100271405,0.001159648399614075,0.0003952523988055341,0.0002111750654207314,0.34756287994988583,0.0007054830556157697,0.001513758444890379,0.0036037775121369677,0.00023999558116248097,0.0007461901379724648,0.09562969738240468
21,0.0552859540115198,0.06156373802795301,3.3017245792918906,0.1150810657015363,0.1443658101106032,0.5868066917644109,0.0010560151489248523,0.10095238095238095,-18.665893589825348,1.265201415652357,0.08842804278854695,0.25083540948702243,0.395547250186054,0.36136974220116513,-0.4079103529554338,0.010703128212759323,0.07089769518015854,0.16768553774539927,-0.24616723509274707,-0.23119629789285243,0.4161703254081109,0.0016156412411466173,0.0071588861034807974,0.0005543024855093306,0.0022361984640685826,0.0032548156417757045,0.011534853655218233,0.03657052756423748,0.0026080203757178834,0.001559546761805106,0.009157253511139444,0.001962169140662065,0.0005813342875524545,0.009661463961430054
22,0.052972923942128894,0.05787447039309067,3.3098587279111302,0.11305235386070224,0.12670526235984197,0.6162392834895117,0.001138614717460845,0.10077097505668935,-19.21280717034587,1.1762368970417152,0.36025232747289315,0.2271367232624923,0.22679839965128243,0.4734096326436342,-0.5040550360979403,-0.005951654076185885,0.03045518199964988,0.26516297053254173,-0.4344986939684882,-0.46254564897388517,0.19572434455927581,0.0009969175391415792,0.0034981408022405945,0.0010219515147202127,0.0008471483590605531,0.0006646391802533401,0.0004239383571389595,0.3595824667840095,0.0007364547636288987,0.0007806604151685086,0.006431632788892978,0.000953137780520554,0.00032264770653206285,0.09897856640544331
23,0.05065989387273799,0.07812089200219655,3.296528997922949,0.11259734813350332,0.13846152342203077,0.47199130052123844,0.0009225209847134746,0.09659863945578231,-18.372838429030228,1.1422115773295352,-0.004274568520904319,0.22523589186787693,0.4793437498809682,0.428802061575289,-0.12087279414158782,0.15320022804474492,0.09713756569985733,0.16611514504424643,-0.441397723567723,-0.2612907980652373,0.25147414542094426,0.001680876682686068,0.01647195837844096,0.004862636340940277,0.0016586564455625924,0.01091514531257883,0.006620715505284471,0.2378135140470475,0.007953976913748386,0.0024745208832687576,0.00820472041127002,0.0025898517493961456,0.0004111734751916733,0.06427755918972088
24,0.0407728241643612,0.07674349869790383,3.3159552666605903,0.10066458501710322,0.12832894276538964,0.35122614819522346,0.0007188102950393135,0.06403628117913832,-18.668113428880222,1.1187821328888323,-0.08388742891985274,0.21338198852480272,0.560421773025856,0.4095149740027768,-0.035834689601502975,0.025911489391039808,0.0819025872414614,0.14302416830042802,-0.3525740592505523,-0.1635619152341695,0.35511703440579245,0.0005264148165620014,0.012988838969984318,0.006065248088110231,0.003520475091081881,0.007592332708687365,0.0018351294654763125,0.3330531728841501,0.0005917218728853316,0.002200833111419408,0.002816507618536644,0.0035623334010636966,0.0013703305347822796,0.09103214905443484
25,0.046487369041679896,0.07157877931904194,3.3127606008712784,0.1271862862632569,0.16488389224866332,0.44883879517422454,0.0005392145750881783,0.07337868480725623,-18.58632984364835,1.4060440261655822,-0.09702715166639983,0.11535366568412524,0.42305453174245533,0.26971468082089256,-0.09828025639663962,0.016082519803809845,0.07514232499833347,0.10459302349479888,-0.29063725751139813,-0.13380147806990658,0.346390482538504,0.001738460492173118,0.008048437018374929,0.0007365629727205488,0.001882655975650903,0.004324089325180617,0.006612867701616825,0.3012858525350814,0.0036578951136086984,0.001136667796951195,0.003413509112636526,0.0030519966980029024,0.0012640543067919717,0.08239742837768954
26,0.053471812780624975,0.06238133546216773,3.3016056626281833,0.11598644832212458,0.14842522666351232,0.5292341612103785,0.0006116525268754797,0.10058956916099773,-18.652465810091453,1.273096789478231,-0.14208860325098502,0.1374407612830415,0.48781386171712915,0.2562327238745619,-0.046067431095318925,-0.05544551165954633,0.18886675843633932,0.1041426831853444,-0.4973866271261772,-0.23021947524605577,0.27425380492122414,0.0011365120671538891,0.03698043224598508,0.0005568121998075911,0.00016240006304257256,0.00022451961049478923,0.0006974167335248011,0.0748825706953829,0.000849288024502507,0.001004966850921443,0.0009993278248724565,0.00482761039646351,0.0052547113218942955,0.02174559207067223
27,0.05338110571908023,0.05891797648612166,3.311902367035417,0.10608834219890695,0.12947007722136644,0.6094366488818768,0.0004774164000480961,0.10086167800453515,-18.77382133313568,1.2002217428864927,0.0848841777806731,0.07498574068136199,0.47675934355755156,0.33984443683082954,0.058232048240733386,0.10026905946230763,-0.07931040726797688,0.0824484705373889,-0.5581680799101689,-0.10085874527953498,0.4835045664343528,0.0008959243738643834,0.043370153296259574,0.0010772217881602898,0.0011929956107291269,0.0007544840215285947,0.0014435069651972748,0.08889698165781973,0.002205800349308858,0.0010641720349301427,0.004505920114867389,0.00148165431040969,0.0009146734526368643,0.025817511554963975
28,0.05065989387273799,0.05767358897199517,3.2939640965662966,0.10515018769133323,0.13309697919518454,0.5191245178254433,0.0007613765694952158,0.10049886621315193,-19.013349550390586,1.330306173917247,0.21170395341304588,0.0015177908136572438,0.5544728565981477,0.5258934537106432,0.01330296199575337,-0.08383728901958869,-0.2651353533512665,0.09187859241031367,-0.1213327279882984,-0.10306799730607066,0.3784798657486976,0.0029476337827546834,0.018054094354512325,0.006199714939653036,0.04906378665287315,0.004890572619870267,0.0027124972793349804,0.0895703972211037,0.00083932831050237,0.0011555687586851388,0.003642556063681986,0.00030658949363346013,0.0010511695321485767,0.026041530796421006
29,0.05052383328042088,0.07924453081071393,3.3001905271363876,0.11784305003273852,0.1428966904733849,0.4977264116455381,0.0006499111984666144,0.09959183673469388,-19.028080997275158,1.239017063869062,0.2064149897859415,-0.26345430484815807,0.4772165039580674,0.7918989193571366,0.18008362705570713,-0.11185650341688377,-0.38546412166812666,-0.0020627822594898385,-0.08216319370929506,-0.0830401523983266,0.4097517654039189,0.00031763824726876706,0.0017451498441359398,0.001176932051087713,0.004580265465660914,0.007141873600313975,0.0005729602428328503,0.1636866683368192,0.0033499941677570633,0.004752560953464466,0.0020527668098515818,0.0004969824328767699,0.0009928434793064383,0.0446034256632078
30,0.057145448773186995,0.06321760000193252,3.313998443274067,0.12746467506411255,0.1528162050909369,0.4778205783170362,0.0011799561567572292,0.09560090702947846,-18.317817817961,1.5125407046666903,0.14564503039253737,-0.06685388582608302,0.09101089773905582,0.5284453056780777,0.29059246411305384,0.21649376630945322,-0.26384878270229567,-0.05221797147389,-0.12594917062151728,-0.1612002125647789,0.3173146221369897,0.0007783797711791526,0.029295252640870597,0.0013419066285550786,0.0033346908245599754,0.0009881581053231996,0.004346589144257032,0.013716988677213613,0.00478273736860017,0.002550030936766636,0.0014024450015249343,0.003398065597185393,0.0044313439550186,0.007797809501922891
31,0.05741756995782122,0.05932747436947567,3.304719662358933,0.11740855376279834,0.1405915043310743,0.5861770140873563,0.0005587130501038523,0.10113378684807256,-18.451334515479154,1.2485542136517171,0.42577610274275995,0.07899520102407656,0.007268265353980792,0.6875419739963315,0.5876194200070419,0.24174615216342066,-0.4475335644680776,-0.001885221191852679,-0.03827469850912797,0.011746387556149124,0.23910745616149046,0.006189491953445347,0.031023058655552885,0.00028376249459076104,0.012348923264023587,0.004857828767648521,0.004214848101018917,0.013104828367620527,0.0037932280566431407,0.0018146202200333124,0.002620419202028139,0.01200218248689615,0.0043979944785331754,0.008041065569512021
32,0.05832464057326863,0.06942868776417528,3.297800056808538,0.10231879298113251,0.11728551794629435,0.49576525581824177,0.0007158629338026298,0.09551020408163265,-18.00194987769034,1.1501390099157804,-0.0737206498734044,0.09721087637289466,-0.0785640822107567,0.6090715200668295,0.28384904203994143,0.2586050605398473,-0.31977049916124883,-0.052184424410431376,0.049849099393126414,-0.011493990466430806,0.04215777996156404,0.002201510924604613,0.0043484027412873365,0.013247131509623212,0.04774575424058197,0.009118988428414364,0.003112498385130597,0.005498323959677161,0.0006360563417120089,0.01165144499172436,0.006898588299543916,0.00024861357163161104,0.0010795059328424519,0.01243108145020583
33,0.04399292484919951,0.06347824470252525,3.3100322074216377,0.10898020647734626,0.12372957242828331,0.38563950807695785,0.0008990538011358825,0.07546485260770976,-19.01332816410637,1.1374864351265868,-0.03828757311466739,-0.11445759295797969,0.008719221786233217,0.5410699443906011,0.3451344824627449,0.41914468179037234,-0.27453662436959647,-0.31905048256416607,0.009072650357131248,0.029048326789561388,0.19866498358910814,0.0005177323354833667,0.00029042951135699996,0.031360065093515334,0.007915648837234545,0.002064460221537845,0.001672445855187074,0.0046047359418673744,0.0005221430071088218,0.0007289138959982329,0.007248357258435372,0.0006921118890325949,0.00042815083876112693,0.00840615259661023
34,0.04363009660302054,0.06588416540152271,3.2947361943111386,0.12821230972990663,0.15499430902490424,0.3601737625929125,0.0006583876731864191,0.050249433106575966,-18.980031937995314,1.5714277105480994,0.06052415651290416,-0.10217041170018273,-0.007511318063607081,0.40686645423294865,0.4294971670266162,0.44962508178773014,-0.4203098324255823,-0.5952167783530613,-0.2105698324831586,-0.036945082739766405,0.13889179827242584,0.00038658421451269123,0.0015589318555864315,0.07065197577241138,0.05176347098719143,0.0037077769051347058,0.0007036290128162296,0.008181996162500151,0.0011436651936559648,0.0010915153922396198,0.0032534127509605553,0.002548107652196901,0.0007147399084681752,0.02237154451033538
35,0.03741666288720577,0.07812017590128469,3.281419605780466,0.0998158585657961,0.12412069956954491,0.2741078380138988,0.0007327053633772483,0.044897959183673466,-19.31507900032773,1.581311125427756,0.29326599648100216,-0.11196631386453848,-0.03356464979238387,0.3242622810629212,0.42793934514379367,0.6017893601488211,-0.6095594580414685,-0.8471453475495399,-0.18512774993039294,-0.03247751058120865,0.2545864390277449,0.0003080659268843268,0.001418111702798138,0.0013776991495597552,0.008242685919558816,0.005790003197129017,0.0004094340366877266,0.00507448072778102,0.0021759690213697773,0.0007708203455004543,0.005884047637100957,0.0027159078727491508,0.000488307790458438,0.0025636853157419838
36,0.03895868293346637,0.060287199285460294,3.2875669457287477,0.1017473999381743,0.1384639376670819,0.30347531522545806,0.0006748877552820727,0.045351473922902494,-19.500874905329123,1.740284480810981,0.489996384256571,-0.01977801617227208,-0.015698355174062043,0.2075206212366334,0.3735346085884169,0.6572454003090472,-0.5764310347046955,-0.6693747895996874,0.010337691370254587,0.1189788872216923,0.14631967507039506,0.0003905356273772352,0.002316315040973267,0.04129820310681256,0.04843928511946332,0.027969457526445807,0.0035422729757251126,0.0030923716465382314,0.0008869290498451877,0.0013648386609025813,0.006629810393588455,0.002138437446585426,0.0017127526759250266,0.016552197274397867
37,0.04363009660302054,0.05962610534024227,3.277577178465902,0.11273645511585813,0.14396710750561134,0.3050035883000161,0.0008883622610029302,0.050249433106575966,-19.29001279398312,1.5582339543776458,0.47028154556683843,-0.03720589944431725,-0.07954235728896722,0.2678947610877789,0.3085686862661999,0.7085876942200827,-0.2815177681189123,-0.695661769351131,-0.16984510600978286,0.1597286730840845,0.279032350179765,0.0003791110940093052,0.0012320401689644759,0.10503943066554351,0.010408237705194038,0.00683605347548655,0.0012271784317448256,0.003935402031618959,0.0006715030765942673,0.0008508632502463132,0.022951262443794758,0.0026947679954626353,0.0002392844046807989,0.02843434377285323
38,0.04059141004127171,0.058478186578384855,3.3055359955639405,0.10728870641205654,0.13459656294999903,0.2646957929059621,0.0006776262311453977,0.08480725623582766,-19.343648135980978,1.3831467772626016,0.3422778941639408,0.04213767367144529,-0.15788164656734338,0.3332708530618336,0.24137145783615166,0.7005095243276117,-0.25489801384176786,-0.668789731978253,-0.3752923999215968,-0.0856485205160858,0.3383799644078389,0.0003208706346987372,0.004678515265014359,0.027107290481026322,0.0009198169457273707,0.0005313870496008749,0.0011577926383540998,0.001468870276901435,0.0010444576059160206,0.0013498251487439384,0.009352631081962876,0.0009991871085585002,0.00039373532261014323,0.007361046053108222
39,0.043766157195337656,0.06946816311019671,3.2182769490247454,0.11719947581642373,0.14957655784229776,0.3743065690439895,0.0005835794883692225,0.06684807256235828,-19.02912913612619,1.597541426788501,0.42722170194256015,-0.08437291599694682,-0.33335360709996686,0.2608504972942103,0.27585016217860614,0.8500237887069215,-0.26377634603513755,-0.7354842194717126,-0.3149678937663818,0.06210463507272021,0.29015346712887347,0.0005114709167580578,0.0020025085069406037,0.002717242061010166,0.0028510029808828134,0.0008379342943678499,0.0004609002644929288,0.003951716093696116,0.00024515011235240355,0.0018407009119628898,0.011450391254424793,0.003278763347483488,0.0016520259603378742,0.0028879654009281728
40,0.04553494489546011,0.06679033376302256,3.3158364263906916,0.10430028132351947,0.12533882520702314,0.3439969211923099,0.0006836300048030547,0.0872562358276644,-18.946377121722573,1.2761828640689952,0.4727327388823528,0.2648836125303895,-0.032664969658168425,0.22629813923761405,0.1533961169630001,0.9088302639872624,-0.06883384239593453,-0.4715540649215497,-0.4288244929962397,-0.22089648848573507,0.26981520968377004,0.0011506476208535314,0.008101705552882414,0.05032781548260478,0.0013326280935270771,0.002184960149412369,0.0016365598756017854,0.0009204127842785633,0.004081509576122659,0.0008342352708020101,0.013972831968626524,0.0011039469659637762,0.0017909374823890615,0.013508722986483588
41,0.04821080321102998,0.07404527520339493,3.304646270396955,0.10614358820858108,0.13668489470986617,0.3466399115511819,0.0009471601098457193,0.08907029478458049,-18.206061539887553,1.1544939970743517,-0.10535392004264421,0.21797243788324328,0.17500218724009786,0.37808281341575534,-0.01498843947017215,0.5441476046769484,-0.001757954288001476,-0.3890252426006399,-0.21098216087063884,-0.10866022197018713,0.4629388184730469,0.00025030311208652133,0.0020930263796962163,0.0037221684240863243,0.040948522591388224,0.003412063039330004,0.0019321397327016529,0.005036255776560931,0.0029717459129302696,0.002504150020803423,0.0639225441763801,0.00232729721564678,0.001643007681011237,0.019192467589362053
